nota,waktu,pembeli
akbar-1632790725181,2021-09-28 07:58:45.181,akbar
akbar-1625262098853,2021-07-03 04:41:38.853,akbar
iqbal-1621939558677,2021-05-25 17:45:58.677,iqbal
jefri-1636128333807,2021-11-05 23:05:33.807,jefri
tri-1641664032390,2022-01-09 00:47:12.39,tri
iqbal-1639304240066,2021-12-12 17:17:20.066,iqbal
tri-1626084787133,2021-07-12 17:13:07.133,tri
jefri-1648110458002,2022-03-24 15:27:38.002,jefri
tri-1620424624851,2021-05-08 04:57:04.851,tri
akbar-1632320493663,2021-09-22 21:21:33.663,akbar
jefri-1647724393573,2022-03-20 04:13:13.573,jefri
akbar-1645973972185,2022-02-27 21:59:32.185,akbar
jefri-1635885559420,2021-11-03 03:39:19.42,jefri
iqbal-1623281057275,2021-06-10 06:24:17.275,iqbal
jefri-1627382194438,2021-07-27 17:36:34.438,jefri
iqbal-1639221538921,2021-12-11 18:18:58.921,iqbal
jefri-1638344464006,2021-12-01 14:41:04.006,jefri
akbar-1648736779743,2022-03-31 21:26:19.743,akbar
iqbal-1625478189133,2021-07-05 16:43:09.133,iqbal
akbar-1636389569588,2021-11-08 23:39:29.588,akbar
jefri-1640411423826,2021-12-25 12:50:23.826,jefri
tri-1639250430761,2021-12-12 02:20:30.761,tri
akbar-1645752803882,2022-02-25 08:33:23.882,akbar
jefri-1627846654027,2021-08-02 02:37:34.027,jefri
tri-1637146942741,2021-11-17 18:02:22.741,tri
akbar-1628994217985,2021-08-15 09:23:37.985,akbar
akbar-1642103033711,2022-01-14 02:43:53.711,akbar
jefri-1632734379797,2021-09-27 16:19:39.797,jefri
jefri-1624582053606,2021-06-25 07:47:33.606,jefri
tri-1642133162641,2022-01-14 11:06:02.641,tri
iqbal-1618894952760,2021-04-20 12:02:32.76,iqbal
iqbal-1639208621586,2021-12-11 14:43:41.586,iqbal
iqbal-1644235465452,2022-02-07 19:04:25.452,iqbal
akbar-1629846045790,2021-08-25 06:00:45.79,akbar
akbar-1644994146930,2022-02-16 13:49:06.93,akbar
akbar-1624762987064,2021-06-27 10:03:07.064,akbar
akbar-1622589925279,2021-06-02 06:25:25.279,akbar
tri-1633282535295,2021-10-04 00:35:35.295,tri
jefri-1639734724784,2021-12-17 16:52:04.784,jefri
akbar-1629993085952,2021-08-26 22:51:25.952,akbar
tri-1633137340720,2021-10-02 08:15:40.72,tri
akbar-1647204732019,2022-03-14 03:52:12.019,akbar
iqbal-1622518230571,2021-06-01 10:30:30.571,iqbal
iqbal-1643250841663,2022-01-27 09:34:01.663,iqbal
akbar-1635823493716,2021-11-02 10:24:53.716,akbar
tri-1621866790691,2021-05-24 21:33:10.691,tri
jefri-1633133038285,2021-10-02 07:03:58.285,jefri
jefri-1645106690545,2022-02-17 21:04:50.545,jefri
iqbal-1640147034163,2021-12-22 11:23:54.163,iqbal
iqbal-1635981573701,2021-11-04 06:19:33.701,iqbal
iqbal-1630891658747,2021-09-06 08:27:38.747,iqbal
tri-1637427655898,2021-11-21 00:00:55.898,tri
akbar-1624300202108,2021-06-22 01:30:02.108,akbar
jefri-1634961605323,2021-10-23 11:00:05.323,jefri
iqbal-1641581054487,2022-01-08 01:44:14.487,iqbal
akbar-1637589568700,2021-11-22 20:59:28.7,akbar
iqbal-1618515609367,2021-04-16 02:40:09.367,iqbal
jefri-1643324591746,2022-01-28 06:03:11.746,jefri
jefri-1641037056881,2022-01-01 18:37:36.881,jefri
akbar-1619066598537,2021-04-22 11:43:18.537,akbar
tri-1640694888759,2021-12-28 19:34:48.759,tri
iqbal-1618170020226,2021-04-12 02:40:20.226,iqbal
jefri-1625820316668,2021-07-09 15:45:16.668,jefri
iqbal-1624125525077,2021-06-20 00:58:45.077,iqbal
akbar-1622070100293,2021-05-27 06:01:40.293,akbar
iqbal-1637411354133,2021-11-20 19:29:14.133,iqbal
tri-1628722495479,2021-08-12 05:54:55.479,tri
iqbal-1635181466210,2021-10-26 00:04:26.21,iqbal
jefri-1634115363345,2021-10-13 15:56:03.345,jefri
iqbal-1638949175372,2021-12-08 14:39:35.372,iqbal
jefri-1619471343320,2021-04-27 04:09:03.32,jefri
jefri-1622308351544,2021-05-30 00:12:31.544,jefri
jefri-1619136883633,2021-04-23 07:14:43.633,jefri
jefri-1646359258198,2022-03-04 09:00:58.198,jefri
jefri-1634101915899,2021-10-13 12:11:55.899,jefri
iqbal-1634372625395,2021-10-16 15:23:45.395,iqbal
akbar-1637010008981,2021-11-16 04:00:08.981,akbar
tri-1623156177269,2021-06-08 19:42:57.269,tri
iqbal-1628420859348,2021-08-08 18:07:39.348,iqbal
akbar-1625301529018,2021-07-03 15:38:49.018,akbar
jefri-1631705306832,2021-09-15 18:28:26.832,jefri
jefri-1621423254762,2021-05-19 18:20:54.762,jefri
tri-1646113920387,2022-03-01 12:52:00.387,tri
tri-1633706662993,2021-10-08 22:24:22.993,tri
iqbal-1633799466611,2021-10-10 00:11:06.611,iqbal
jefri-1619919126975,2021-05-02 08:32:06.975,jefri
jefri-1634617829435,2021-10-19 11:30:29.435,jefri
akbar-1628057911319,2021-08-04 13:18:31.319,akbar
iqbal-1633835905863,2021-10-10 10:18:25.863,iqbal
jefri-1622759971429,2021-06-04 05:39:31.429,jefri
iqbal-1637278125781,2021-11-19 06:28:45.781,iqbal
akbar-1646749979288,2022-03-08 21:32:59.288,akbar
jefri-1639291888730,2021-12-12 13:51:28.73,jefri
akbar-1646323580993,2022-03-03 23:06:20.993,akbar
jefri-1621785592733,2021-05-23 22:59:52.733,jefri
iqbal-1643649573363,2022-02-01 00:19:33.363,iqbal
jefri-1648868650232,2022-04-02 10:04:10.232,jefri
tri-1619733776746,2021-04-30 05:02:56.746,tri
akbar-1625386397202,2021-07-04 15:13:17.202,akbar
iqbal-1642384865795,2022-01-17 09:01:05.795,iqbal
tri-1631148283503,2021-09-09 07:44:43.503,tri
tri-1645856199319,2022-02-26 13:16:39.319,tri
jefri-1618270875222,2021-04-13 06:41:15.222,jefri
tri-1638062247942,2021-11-28 08:17:27.942,tri
akbar-1645383286230,2022-02-21 01:54:46.23,akbar
jefri-1617912349577,2021-04-09 03:05:49.577,jefri
jefri-1632638343602,2021-09-26 13:39:03.602,jefri
tri-1629697812822,2021-08-23 12:50:12.822,tri
iqbal-1647682715371,2022-03-19 16:38:35.371,iqbal
jefri-1619869707500,2021-05-01 18:48:27.5,jefri
akbar-1641963715493,2022-01-12 12:01:55.493,akbar
jefri-1622228931334,2021-05-29 02:08:51.334,jefri
akbar-1633152020023,2021-10-02 12:20:20.023,akbar
iqbal-1638657366507,2021-12-05 05:36:06.507,iqbal
akbar-1631921792235,2021-09-18 06:36:32.235,akbar
jefri-1619539885703,2021-04-27 23:11:25.703,jefri
iqbal-1628984739972,2021-08-15 06:45:39.972,iqbal
iqbal-1636215887157,2021-11-06 23:24:47.157,iqbal
tri-1628972692019,2021-08-15 03:24:52.019,tri
akbar-1632924184557,2021-09-29 21:03:04.557,akbar
iqbal-1627180823923,2021-07-25 09:40:23.923,iqbal
jefri-1636937575602,2021-11-15 07:52:55.602,jefri
iqbal-1644270261968,2022-02-08 04:44:21.968,iqbal
iqbal-1628754882037,2021-08-12 14:54:42.037,iqbal
tri-1623711821899,2021-06-15 06:03:41.899,tri
jefri-1646076775994,2022-03-01 02:32:55.994,jefri
akbar-1628977127887,2021-08-15 04:38:47.887,akbar
akbar-1626605385293,2021-07-18 17:49:45.293,akbar
iqbal-1630784660004,2021-09-05 02:44:20.004,iqbal
akbar-1618993778342,2021-04-21 15:29:38.342,akbar
tri-1623718454333,2021-06-15 07:54:14.333,tri
jefri-1630881687072,2021-09-06 05:41:27.072,jefri
iqbal-1635229920377,2021-10-26 13:32:00.377,iqbal
iqbal-1623892806104,2021-06-17 08:20:06.104,iqbal
jefri-1630674426474,2021-09-03 20:07:06.474,jefri
jefri-1632202965371,2021-09-21 12:42:45.371,jefri
akbar-1642251436022,2022-01-15 19:57:16.022,akbar
jefri-1649407088982,2022-04-08 15:38:08.982,jefri
iqbal-1618658824802,2021-04-17 18:27:04.802,iqbal
akbar-1632150973358,2021-09-20 22:16:13.358,akbar
tri-1642545855245,2022-01-19 05:44:15.245,tri
jefri-1640777421124,2021-12-29 18:30:21.124,jefri
akbar-1622871478288,2021-06-05 12:37:58.288,akbar
tri-1628816172268,2021-08-13 07:56:12.268,tri
akbar-1638490606578,2021-12-03 07:16:46.578,akbar
akbar-1645510978285,2022-02-22 13:22:58.285,akbar
iqbal-1645898500600,2022-02-27 01:01:40.6,iqbal
jefri-1633118464624,2021-10-02 03:01:04.624,jefri
akbar-1648674246933,2022-03-31 04:04:06.933,akbar
tri-1618553714818,2021-04-16 13:15:14.818,tri
jefri-1645323914351,2022-02-20 09:25:14.351,jefri
iqbal-1622785629351,2021-06-04 12:47:09.351,iqbal
iqbal-1643021971499,2022-01-24 17:59:31.499,iqbal
jefri-1633911100900,2021-10-11 07:11:40.9,jefri
tri-1648439161127,2022-03-28 10:46:01.127,tri
jefri-1645933846259,2022-02-27 10:50:46.259,jefri
iqbal-1631712793244,2021-09-15 20:33:13.244,iqbal
tri-1631929211927,2021-09-18 08:40:11.927,tri
tri-1638606317471,2021-12-04 15:25:17.471,tri
iqbal-1648804684765,2022-04-01 16:18:04.765,iqbal
tri-1632272425734,2021-09-22 08:00:25.734,tri
iqbal-1649271254185,2022-04-07 01:54:14.185,iqbal
tri-1635016604627,2021-10-24 02:16:44.627,tri
akbar-1620678295014,2021-05-11 03:24:55.014,akbar
tri-1637789683703,2021-11-25 04:34:43.703,tri
akbar-1628561317225,2021-08-10 09:08:37.225,akbar
tri-1630148385889,2021-08-28 17:59:45.889,tri
akbar-1624683202852,2021-06-26 11:53:22.852,akbar
akbar-1618835849113,2021-04-19 19:37:29.113,akbar
akbar-1644966182642,2022-02-16 06:03:02.642,akbar
akbar-1641296866228,2022-01-04 18:47:46.228,akbar
tri-1640440445553,2021-12-25 20:54:05.553,tri
akbar-1617876203586,2021-04-08 17:03:23.586,akbar
jefri-1626756916030,2021-07-20 11:55:16.03,jefri
akbar-1623281265310,2021-06-10 06:27:45.31,akbar
tri-1638317340641,2021-12-01 07:09:00.641,tri
tri-1633275712367,2021-10-03 22:41:52.367,tri
iqbal-1648548735873,2022-03-29 17:12:15.873,iqbal
iqbal-1619168607268,2021-04-23 16:03:27.268,iqbal
iqbal-1623540985453,2021-06-13 06:36:25.453,iqbal
iqbal-1625200247788,2021-07-02 11:30:47.788,iqbal
tri-1635061714509,2021-10-24 14:48:34.509,tri
iqbal-1632222777846,2021-09-21 18:12:57.846,iqbal
tri-1626677679771,2021-07-19 13:54:39.771,tri
iqbal-1617982129565,2021-04-09 22:28:49.565,iqbal
jefri-1623225317145,2021-06-09 14:55:17.145,jefri
jefri-1635780793998,2021-11-01 22:33:13.998,jefri
jefri-1635086181952,2021-10-24 21:36:21.952,jefri
akbar-1643642849906,2022-01-31 22:27:29.906,akbar
akbar-1647656791787,2022-03-19 09:26:31.787,akbar
tri-1626917135926,2021-07-22 08:25:35.926,tri
akbar-1646740690569,2022-03-08 18:58:10.569,akbar
akbar-1631092448267,2021-09-08 16:14:08.267,akbar
iqbal-1626170884360,2021-07-13 17:08:04.36,iqbal
jefri-1623149937362,2021-06-08 17:58:57.362,jefri
tri-1627441478349,2021-07-28 10:04:38.349,tri
iqbal-1630982865315,2021-09-07 09:47:45.315,iqbal
jefri-1644011369388,2022-02-05 04:49:29.388,jefri
iqbal-1626508109468,2021-07-17 14:48:29.468,iqbal
iqbal-1624450990497,2021-06-23 19:23:10.497,iqbal
iqbal-1619285869499,2021-04-25 00:37:49.499,iqbal
tri-1646453286814,2022-03-05 11:08:06.814,tri
jefri-1633697869978,2021-10-08 19:57:49.978,jefri
iqbal-1621831772345,2021-05-24 11:49:32.345,iqbal
iqbal-1642470947715,2022-01-18 08:55:47.715,iqbal
iqbal-1648745591121,2022-03-31 23:53:11.121,iqbal
tri-1636415614205,2021-11-09 06:53:34.205,tri
jefri-1630962443433,2021-09-07 04:07:23.433,jefri
iqbal-1637473574470,2021-11-21 12:46:14.47,iqbal
tri-1619870028220,2021-05-01 18:53:48.22,tri
tri-1643817533549,2022-02-02 22:58:53.549,tri
akbar-1639780106084,2021-12-18 05:28:26.084,akbar
jefri-1643563196069,2022-01-31 00:19:56.069,jefri
jefri-1648044980945,2022-03-23 21:16:20.945,jefri
tri-1637061225419,2021-11-16 18:13:45.419,tri
iqbal-1629326890456,2021-08-19 05:48:10.456,iqbal
iqbal-1630977523622,2021-09-07 08:18:43.622,iqbal
akbar-1621665071650,2021-05-22 13:31:11.65,akbar
iqbal-1624166186188,2021-06-20 12:16:26.188,iqbal
iqbal-1628080191952,2021-08-04 19:29:51.952,iqbal
akbar-1638791724809,2021-12-06 18:55:24.809,akbar
jefri-1628539195694,2021-08-10 02:59:55.694,jefri
akbar-1624906736295,2021-06-29 01:58:56.295,akbar
jefri-1645751772017,2022-02-25 08:16:12.017,jefri
akbar-1641422836946,2022-01-06 05:47:16.946,akbar
iqbal-1639866639934,2021-12-19 05:30:39.934,iqbal
iqbal-1618993640522,2021-04-21 15:27:20.522,iqbal
akbar-1645801656032,2022-02-25 22:07:36.032,akbar
iqbal-1647762744555,2022-03-20 14:52:24.555,iqbal
akbar-1634045348509,2021-10-12 20:29:08.509,akbar
iqbal-1644043062211,2022-02-05 13:37:42.211,iqbal
iqbal-1648263538367,2022-03-26 09:58:58.367,iqbal
tri-1642856533895,2022-01-22 20:02:13.895,tri
jefri-1619182121620,2021-04-23 19:48:41.62,jefri
akbar-1646482184851,2022-03-05 19:09:44.851,akbar
iqbal-1640511542045,2021-12-26 16:39:02.045,iqbal
jefri-1647641792481,2022-03-19 05:16:32.481,jefri
tri-1622444752605,2021-05-31 14:05:52.605,tri
iqbal-1644096658214,2022-02-06 04:30:58.214,iqbal
tri-1639207734701,2021-12-11 14:28:54.701,tri
iqbal-1622257787046,2021-05-29 10:09:47.046,iqbal
jefri-1636532594640,2021-11-10 15:23:14.64,jefri
akbar-1633365799905,2021-10-04 23:43:19.905,akbar
iqbal-1618344057151,2021-04-14 03:00:57.151,iqbal
iqbal-1635277345798,2021-10-27 02:42:25.798,iqbal
tri-1634551828929,2021-10-18 17:10:28.929,tri
akbar-1625430779129,2021-07-05 03:32:59.129,akbar
tri-1639663224461,2021-12-16 21:00:24.461,tri
iqbal-1635494878005,2021-10-29 15:07:58.005,iqbal
tri-1618058398059,2021-04-10 19:39:58.059,tri
iqbal-1649013641257,2022-04-04 02:20:41.257,iqbal
iqbal-1643856467546,2022-02-03 09:47:47.546,iqbal
tri-1631750422891,2021-09-16 07:00:22.891,tri
jefri-1640876912169,2021-12-30 22:08:32.169,jefri
iqbal-1646845486037,2022-03-10 00:04:46.037,iqbal
iqbal-1642362260048,2022-01-17 02:44:20.048,iqbal
iqbal-1631223156455,2021-09-10 04:32:36.455,iqbal
iqbal-1631343933932,2021-09-11 14:05:33.932,iqbal
akbar-1635054437118,2021-10-24 12:47:17.118,akbar
jefri-1646622698490,2022-03-07 10:11:38.49,jefri
jefri-1643339817889,2022-01-28 10:16:57.889,jefri
iqbal-1618930159243,2021-04-20 21:49:19.243,iqbal
iqbal-1628050917936,2021-08-04 11:21:57.936,iqbal
iqbal-1631218772699,2021-09-10 03:19:32.699,iqbal
jefri-1641413863999,2022-01-06 03:17:43.999,jefri
akbar-1631114895246,2021-09-08 22:28:15.246,akbar
akbar-1627611347053,2021-07-30 09:15:47.053,akbar
iqbal-1645998933594,2022-02-28 04:55:33.594,iqbal
tri-1640976670639,2022-01-01 01:51:10.639,tri
tri-1649373270922,2022-04-08 06:14:30.922,tri
akbar-1619836216477,2021-05-01 09:30:16.477,akbar
tri-1641880844073,2022-01-11 13:00:44.073,tri
iqbal-1623877889058,2021-06-17 04:11:29.058,iqbal
akbar-1622967606905,2021-06-06 15:20:06.905,akbar
jefri-1643962815603,2022-02-04 15:20:15.603,jefri
akbar-1620301725329,2021-05-06 18:48:45.329,akbar
iqbal-1628118972677,2021-08-05 06:16:12.677,iqbal
jefri-1639333500118,2021-12-13 01:25:00.118,jefri
jefri-1623457803390,2021-06-12 07:30:03.39,jefri
iqbal-1618238227944,2021-04-12 21:37:07.944,iqbal
tri-1625907905587,2021-07-10 16:05:05.587,tri
tri-1647775747998,2022-03-20 18:29:07.998,tri
jefri-1640140172277,2021-12-22 09:29:32.277,jefri
jefri-1619766379800,2021-04-30 14:06:19.8,jefri
iqbal-1639309101361,2021-12-12 18:38:21.361,iqbal
jefri-1628075531057,2021-08-04 18:12:11.057,jefri
akbar-1629277957348,2021-08-18 16:12:37.348,akbar
akbar-1643405768025,2022-01-29 04:36:08.025,akbar
akbar-1632475441867,2021-09-24 16:24:01.867,akbar
akbar-1648473432597,2022-03-28 20:17:12.597,akbar
iqbal-1635093923047,2021-10-24 23:45:23.047,iqbal
iqbal-1621901058290,2021-05-25 07:04:18.29,iqbal
tri-1641125532052,2022-01-02 19:12:12.052,tri
akbar-1619812781969,2021-05-01 02:59:41.969,akbar
akbar-1648482542034,2022-03-28 22:49:02.034,akbar
iqbal-1627633997605,2021-07-30 15:33:17.605,iqbal
iqbal-1641130409299,2022-01-02 20:33:29.299,iqbal
jefri-1633293078610,2021-10-04 03:31:18.61,jefri
jefri-1635985496954,2021-11-04 07:24:56.954,jefri
iqbal-1619328037688,2021-04-25 12:20:37.688,iqbal
tri-1645732528008,2022-02-25 02:55:28.008,tri
jefri-1618521672377,2021-04-16 04:21:12.377,jefri
tri-1625739743918,2021-07-08 17:22:23.918,tri
tri-1637026015802,2021-11-16 08:26:55.802,tri
tri-1634392041151,2021-10-16 20:47:21.151,tri
akbar-1624808956390,2021-06-27 22:49:16.39,akbar
jefri-1645329885121,2022-02-20 11:04:45.121,jefri
jefri-1640369816771,2021-12-25 01:16:56.771,jefri
jefri-1643328176253,2022-01-28 07:02:56.253,jefri
akbar-1622442589324,2021-05-31 13:29:49.324,akbar
tri-1644955253063,2022-02-16 03:00:53.063,tri
tri-1642510500875,2022-01-18 19:55:00.875,tri
iqbal-1631050075660,2021-09-08 04:27:55.66,iqbal
akbar-1624748934100,2021-06-27 06:08:54.1,akbar
tri-1648726733339,2022-03-31 18:38:53.339,tri
tri-1646810643106,2022-03-09 14:24:03.106,tri
tri-1637257827275,2021-11-19 00:50:27.275,tri
iqbal-1619375010100,2021-04-26 01:23:30.1,iqbal
iqbal-1621033039406,2021-05-15 05:57:19.406,iqbal
akbar-1641053388005,2022-01-01 23:09:48.005,akbar
akbar-1629890982343,2021-08-25 18:29:42.343,akbar
akbar-1625551728223,2021-07-06 13:08:48.223,akbar
jefri-1641363315342,2022-01-05 13:15:15.342,jefri
tri-1639741583412,2021-12-17 18:46:23.412,tri
iqbal-1641770735453,2022-01-10 06:25:35.453,iqbal
jefri-1627304169715,2021-07-26 19:56:09.715,jefri
akbar-1638732850597,2021-12-06 02:34:10.597,akbar
jefri-1622753775537,2021-06-04 03:56:15.537,jefri
akbar-1638011857210,2021-11-27 18:17:37.21,akbar
tri-1623702079237,2021-06-15 03:21:19.237,tri
jefri-1637398363415,2021-11-20 15:52:43.415,jefri
tri-1648950741958,2022-04-03 08:52:21.958,tri
iqbal-1633343725298,2021-10-04 17:35:25.298,iqbal
akbar-1620865299190,2021-05-13 07:21:39.19,akbar
akbar-1621172783875,2021-05-16 20:46:23.875,akbar
tri-1621456540718,2021-05-20 03:35:40.718,tri
jefri-1630219268616,2021-08-29 13:41:08.616,jefri
akbar-1638879661202,2021-12-07 19:21:01.202,akbar
tri-1648099462140,2022-03-24 12:24:22.14,tri
akbar-1641147255683,2022-01-03 01:14:15.683,akbar
tri-1619718094015,2021-04-30 00:41:34.015,tri
iqbal-1640461821142,2021-12-26 02:50:21.142,iqbal
tri-1637844935088,2021-11-25 19:55:35.088,tri
iqbal-1629575899802,2021-08-22 02:58:19.802,iqbal
iqbal-1631717218546,2021-09-15 21:46:58.546,iqbal
tri-1641652540200,2022-01-08 21:35:40.2,tri
tri-1631453275999,2021-09-12 20:27:55.999,tri
akbar-1619992479153,2021-05-03 04:54:39.153,akbar
tri-1620859297991,2021-05-13 05:41:37.991,tri
jefri-1647972903897,2022-03-23 01:15:03.897,jefri
akbar-1628480120988,2021-08-09 10:35:20.988,akbar
akbar-1646276256903,2022-03-03 09:57:36.903,akbar
iqbal-1637711517981,2021-11-24 06:51:57.981,iqbal
tri-1629969148634,2021-08-26 16:12:28.634,tri
tri-1645012756434,2022-02-16 18:59:16.434,tri
iqbal-1638231790817,2021-11-30 07:23:10.817,iqbal
iqbal-1620237866977,2021-05-06 01:04:26.977,iqbal
tri-1640111286183,2021-12-22 01:28:06.183,tri
tri-1633485134643,2021-10-06 08:52:14.643,tri
tri-1637248171564,2021-11-18 22:09:31.564,tri
iqbal-1617934558172,2021-04-09 09:15:58.172,iqbal
tri-1640241403285,2021-12-23 13:36:43.285,tri
jefri-1648991283741,2022-04-03 20:08:03.741,jefri
jefri-1619144934530,2021-04-23 09:28:54.53,jefri
akbar-1621050776285,2021-05-15 10:52:56.285,akbar
akbar-1618468522816,2021-04-15 13:35:22.816,akbar
tri-1634767999326,2021-10-21 05:13:19.326,tri
tri-1629398223887,2021-08-20 01:37:03.887,tri
jefri-1623557909502,2021-06-13 11:18:29.502,jefri
jefri-1648255984533,2022-03-26 07:53:04.533,jefri
akbar-1642483276448,2022-01-18 12:21:16.448,akbar
jefri-1623421027253,2021-06-11 21:17:07.253,jefri
jefri-1642701269897,2022-01-21 00:54:29.897,jefri
akbar-1634357338155,2021-10-16 11:08:58.155,akbar
akbar-1626121774559,2021-07-13 03:29:34.559,akbar
akbar-1637505923303,2021-11-21 21:45:23.303,akbar
tri-1646446862462,2022-03-05 09:21:02.462,tri
tri-1627882328479,2021-08-02 12:32:08.479,tri
akbar-1633801352311,2021-10-10 00:42:32.311,akbar
akbar-1645030692195,2022-02-16 23:58:12.195,akbar
iqbal-1637459073706,2021-11-21 08:44:33.706,iqbal
jefri-1636223922725,2021-11-07 01:38:42.725,jefri
tri-1629086934013,2021-08-16 11:08:54.013,tri
iqbal-1643992496736,2022-02-04 23:34:56.736,iqbal
tri-1638785121913,2021-12-06 17:05:21.913,tri
iqbal-1644918380931,2022-02-15 16:46:20.931,iqbal
akbar-1636225335750,2021-11-07 02:02:15.75,akbar
iqbal-1625596556000,2021-07-07 01:35:56.0,iqbal
tri-1639511426119,2021-12-15 02:50:26.119,tri
iqbal-1619623452947,2021-04-28 22:24:12.947,iqbal
akbar-1647212516238,2022-03-14 06:01:56.238,akbar
jefri-1629122934353,2021-08-16 21:08:54.353,jefri
akbar-1632944025070,2021-09-30 02:33:45.07,akbar
akbar-1629076804298,2021-08-16 08:20:04.298,akbar
iqbal-1642837976369,2022-01-22 14:52:56.369,iqbal
iqbal-1621100783644,2021-05-16 00:46:23.644,iqbal
akbar-1647854497034,2022-03-21 16:21:37.034,akbar
tri-1641663075042,2022-01-09 00:31:15.042,tri
iqbal-1646865843557,2022-03-10 05:44:03.557,iqbal
jefri-1625649240006,2021-07-07 16:14:00.006,jefri
akbar-1619526803373,2021-04-27 19:33:23.373,akbar
iqbal-1643167461325,2022-01-26 10:24:21.325,iqbal
akbar-1645360850229,2022-02-20 19:40:50.229,akbar
akbar-1647249781635,2022-03-14 16:23:01.635,akbar
tri-1644140979917,2022-02-06 16:49:39.917,tri
jefri-1648160559604,2022-03-25 05:22:39.604,jefri
akbar-1647511694961,2022-03-17 17:08:14.961,akbar
tri-1634234882308,2021-10-15 01:08:02.308,tri
akbar-1647534383405,2022-03-17 23:26:23.405,akbar
jefri-1644981714930,2022-02-16 10:21:54.93,jefri
iqbal-1634553452184,2021-10-18 17:37:32.184,iqbal
iqbal-1633431880971,2021-10-05 18:04:40.971,iqbal
iqbal-1647240340990,2022-03-14 13:45:40.99,iqbal
jefri-1624095182694,2021-06-19 16:33:02.694,jefri
akbar-1624796445552,2021-06-27 19:20:45.552,akbar
akbar-1647642075682,2022-03-19 05:21:15.682,akbar
jefri-1622264934943,2021-05-29 12:08:54.943,jefri
akbar-1648964729856,2022-04-03 12:45:29.856,akbar
akbar-1636734980066,2021-11-12 23:36:20.066,akbar
iqbal-1624528476651,2021-06-24 16:54:36.651,iqbal
tri-1645232089097,2022-02-19 07:54:49.097,tri
jefri-1635116031085,2021-10-25 05:53:51.085,jefri
tri-1618277585214,2021-04-13 08:33:05.214,tri
tri-1640671462704,2021-12-28 13:04:22.704,tri
iqbal-1639690195522,2021-12-17 04:29:55.522,iqbal
iqbal-1627051840649,2021-07-23 21:50:40.649,iqbal
jefri-1645181699591,2022-02-18 17:54:59.591,jefri
akbar-1627161830639,2021-07-25 04:23:50.639,akbar
tri-1640803043528,2021-12-30 01:37:23.528,tri
iqbal-1633118584173,2021-10-02 03:03:04.173,iqbal
iqbal-1647934452811,2022-03-22 14:34:12.811,iqbal
tri-1636995131147,2021-11-15 23:52:11.147,tri
tri-1647057626323,2022-03-12 11:00:26.323,tri
tri-1646871190384,2022-03-10 07:13:10.384,tri
tri-1644643542818,2022-02-12 12:25:42.818,tri
iqbal-1637230680474,2021-11-18 17:18:00.474,iqbal
jefri-1644045417222,2022-02-05 14:16:57.222,jefri
jefri-1634278552322,2021-10-15 13:15:52.322,jefri
akbar-1620556504835,2021-05-09 17:35:04.835,akbar
iqbal-1647581914149,2022-03-18 12:38:34.149,iqbal
iqbal-1619465768132,2021-04-27 02:36:08.132,iqbal
tri-1618943341356,2021-04-21 01:29:01.356,tri
tri-1624046210936,2021-06-19 02:56:50.936,tri
iqbal-1637198583133,2021-11-18 08:23:03.133,iqbal
jefri-1641710828855,2022-01-09 13:47:08.855,jefri
iqbal-1618536665332,2021-04-16 08:31:05.332,iqbal
tri-1647221134079,2022-03-14 08:25:34.079,tri
tri-1625025806082,2021-06-30 11:03:26.082,tri
tri-1632845477464,2021-09-28 23:11:17.464,tri
iqbal-1635398817670,2021-10-28 12:26:57.67,iqbal
iqbal-1648303263336,2022-03-26 21:01:03.336,iqbal
akbar-1641569705739,2022-01-07 22:35:05.739,akbar
iqbal-1638873314909,2021-12-07 17:35:14.909,iqbal
tri-1617959010400,2021-04-09 16:03:30.4,tri
akbar-1645130589019,2022-02-18 03:43:09.019,akbar
iqbal-1645652804846,2022-02-24 04:46:44.846,iqbal
tri-1622457957004,2021-05-31 17:45:57.004,tri
tri-1619740367847,2021-04-30 06:52:47.847,tri
akbar-1631872220618,2021-09-17 16:50:20.618,akbar
jefri-1626008257128,2021-07-11 19:57:37.128,jefri
iqbal-1619072490916,2021-04-22 13:21:30.916,iqbal
tri-1639053954515,2021-12-09 19:45:54.515,tri
tri-1626411627451,2021-07-16 12:00:27.451,tri
jefri-1637643362892,2021-11-23 11:56:02.892,jefri
tri-1639595339921,2021-12-16 02:08:59.921,tri
iqbal-1642348904679,2022-01-16 23:01:44.679,iqbal
iqbal-1636718035924,2021-11-12 18:53:55.924,iqbal
akbar-1618038477834,2021-04-10 14:07:57.834,akbar
akbar-1635980037736,2021-11-04 05:53:57.736,akbar
akbar-1637917757463,2021-11-26 16:09:17.463,akbar
iqbal-1642726132883,2022-01-21 07:48:52.883,iqbal
iqbal-1640533099961,2021-12-26 22:38:19.961,iqbal
iqbal-1638876773684,2021-12-07 18:32:53.684,iqbal
tri-1645437391842,2022-02-21 16:56:31.842,tri
jefri-1630077837816,2021-08-27 22:23:57.816,jefri
akbar-1632339529377,2021-09-23 02:38:49.377,akbar
iqbal-1644309687247,2022-02-08 15:41:27.247,iqbal
jefri-1643386921706,2022-01-28 23:22:01.706,jefri
tri-1634212673476,2021-10-14 18:57:53.476,tri
jefri-1647655447731,2022-03-19 09:04:07.731,jefri
